position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,min,max
624,QLEB13,,float64,0,2406,0,"{""1"": ""Very likely"", ""2"": ""Somewhat likely"", ""3"": ""Somewhat unlikely"", ""4"": ""Not likely at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
625,QMOR4_1,QMOR4_1 The government,float64,0,2406,0,"{""1"": ""Very effective"", ""2"": ""Somewhat effective"", ""3"": ""Somewhat ineffective"", ""4"": ""Not effective at all"", ""98"": ""Don’t know""}",,
626,QMOR4_2,QMOR4_2 Individual citizens,float64,0,2406,0,"{""1"": ""Very effective"", ""2"": ""Somewhat effective"", ""3"": ""Somewhat ineffective"", ""4"": ""Not effective at all""}",,
627,QMOR4_3,QMOR4_3 International humanitarian organizations,float64,0,2406,0,"{""1"": ""Very effective"", ""2"": ""Somewhat effective"", ""3"": ""Somewhat ineffective"", ""4"": ""Not effective at all"", ""98"": ""Don’t know""}",,
628,QMOR4_4,QMOR4_4 Moroccan civil society organizations,float64,0,2406,0,"{""1"": ""Very effective"", ""2"": ""Somewhat effective"", ""3"": ""Somewhat ineffective"", ""4"": ""Not effective at all"", ""98"": ""Don’t know""}",,
629,QMOR5,"QMOR5 Overall, did the government’s management of the earthquake crisis exceed, meet, or fail to meet  your prior expectations?",float64,0,2406,0,"{""1"": ""Surpassed expectations"", ""2"": ""Met expectations"", ""3"": ""Failed to meet expectations"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
630,QMOR6,"QMOR6 Do you think government services and infrastructure will improve, stay the same, or worsen in areas affected by the earthquake?",float64,0,2406,0,"{""1"": ""Improve"", ""2"": ""Stay the same"", ""3"": ""Worsen"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
631,QMOR7_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Did not participate in efforts to support earthquake victims""}",,
632,QMOR7_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Made a financial donation to support earthquake victims""}",,
633,QMOR7_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Volunteered to support earthquake victims""}",,
634,QMOR7_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Made non-financial donations to support earthquake victims""}",,
635,QMOR7_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
636,QMOR7_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
637,QMOR8_1,QMOR8_1 Allocating part of the national budget to providing earthquake victims with compensation for damaged property,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know""}",,
638,QMOR8_2,"QMOR8_2 Passing a new law requiring earthquake-resistant building standards, even if it increased building time and costs",float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know""}",,
639,QMOR8_3A,QMOR8_3A The government’s requesting foreign aid to address the effects of the earthquake,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know""}",,
640,QMOR8_3B,QMOR8_3B The government’s refusing foreign aid to address the effects of the earthquake,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
641,QPAL6,"QPAL6 If new presidential elections were to take place  today, and the competition was between Marwan Barghouti, Ismail Haniyeh, and Mahmoud Abbas, for whom would you vote?",float64,0,2406,0,"{""1"": ""Marwan Barghouti"", ""2"": ""Ismail Haniyeh"", ""3"": ""Mahmud Abbas"", ""97"": ""I would not participate"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
642,QPAL9,,float64,0,2406,0,"{""1"": ""Alternative"", ""2"": ""Independent Palestine"", ""3"": ""Abu Ali Mustafa"", ""5"": ""Freedom and Social Justice"", ""6"": ""Change and reform"", ""8"": ""Third Way, headed by Salam Fayyad"", ""9"": ""Freedom and Independence"", ""10"": ""Palestinian justice"", ""11"": ""Fateh"", ""96"": ""None of the above""}",,
643,QPAL10,,float64,0,2406,0,"{""1"": ""Alternative"", ""2"": ""Independent Palestine"", ""3"": ""Abu Ali Mustafa"", ""4"": ""Abu al Abbas"", ""5"": ""Freedom and Social Justice"", ""6"": ""Change and Reform"", ""7"": ""National Coalition for Justice and Democracy"", ""8"": ""Third Way, headed by Salam Fayyad"", ""9"": ""Freedom and Independence"", ""10"": ""Palestinian Justice"", ""11"": ""Fateh"", ""96"": ""None of the above"", ""97"": ""Would not vote"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
644,QPAL11_1,QPAL11_1 First goal,float64,0,2406,0,"{""1"": ""Two-state solution with 1967 borders"", ""2"": ""Right of return for refugees"", ""3"": ""Establishment of system with Palestinian rights, freedoms"", ""4"": ""Build pious, religious society applying Islamic teachings"", ""98"": ""Don’t know""}",,
645,QPAL11_2,QPAL11_2 Second goal,float64,0,2406,0,"{""1"": ""Two-state solution with 1967 borders"", ""2"": ""Right of return for refugees"", ""3"": ""Establishment of system with Palestinian rights, freedoms"", ""4"": ""Build pious, religious society applying Islamic teachings"", ""98"": ""Don’t know""}",,
646,QPAL18,QPAL18 Can West Bank and Gaza Strip Palestinians today elect their own leadership in parliamentary and presidential election?,float64,0,2406,0,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
647,QPAL19,"QPAL19 If the answer is no, from among the following possible reasons, which in your view is the most likely to actually cause this?",float64,0,2406,0,"{""1"": ""The Split between West Bank and the Gaza Strip makes it difficult to hold elections simultaneously in the West Bank and"", ""2"": ""Israel does not allow elections in East Jerusalem as required by the Oslo agreement"", ""3"": ""The PA leadership in the West Bank is afraid of losing the elections"", ""4"": ""Hamas leaders are afraid of losing control over Gaza Strip"", ""98"": ""Don’t know""}",,
648,QPAL20,QPAL20 Some people say that the Palestinian Authority has become a burden on the Palestinian people while others say that it is an accomplishment for the Palestinian people. What do you think?,float64,0,2406,0,"{""1"": ""PA is an accomplishment"", ""2"": ""PA is a burden"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
649,QPAL21,"QPAL21 If it were up to you, would you want to have Abbas resign or not resign?",float64,0,2406,0,"{""1"": ""Certainly resign"", ""2"": ""Resign"", ""3"": ""Not resign"", ""4"": ""Certainly not resign"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
650,Q1001A,Q1001A Which ${Q1001A_text} are you from?,float64,2406,0,25,"{""94"": ""Other"", ""99"": ""Refused to answer"", ""70001"": ""Baghdad"", ""70002"": ""Salahaddin"", ""70003"": ""Diyala"", ""70004"": ""Wasit"", ""70005"": ""Maysan"", ""70006"": ""Basra"", ""70007"": ""Dhi Qar"", ""70008"": ""Muthana"", ""70009"": ""Qadisiyah"", ""70010"": ""Babylon"", ""70011"": ""Karbala"", ""70012"": ""Najaf"", ""70013"": ""Anbar"", ""70014"": ""Nineveh"", ""70015"": ""Dohuk"", ""70016"": ""Erbil"", ""70017"": ""Kirkuk"", ""70018"": ""Sulaymaniyah"", ""80011"": ""Amman"", ""80012"": ""Balqa"", ""80013"": ""Zarqa"", ""80014"": ""Madaba"", ""80021"": ""Irbid"", ""80022"": ""Mafraq"", ""80023"": ""Jerash"", ""80024"": ""Ajloun"", ""80031"": ""Karak"", ""80032"": ""At-Tafilah"", ""80033"": ""Ma’an"", ""80034"": ""Aqaba"", ""90001"": ""Al Asimah"", ""90002"": ""Ahmadi"", ""90003"": ""Farwaniya"", ""90004"": ""Jahra"", ""90005"": ""Hawalli"", ""90006"": ""Mubarak Al-Kabeer"", ""100001"": ""AKKAR"", ""100002"": ""BAALBEK-EL HERMEL"", ""100003"": ""BEIRUT"", ""100004"": ""BEKAA"", ""100005"": ""EL NABATIYEH"", ""100006"": ""MOUNT LEBANON"", ""100007"": ""NORTH"", ""100008"": ""SOUTH"", ""120001"": ""Adrar"", ""120002"": ""Assaba"", ""120003"": ""Brakna"", ""120004"": ""Dakhlett Nouadibou"", ""120005"": ""Gorgol"", ""120006"": ""Guidimagha"", ""120007"": ""Hodh Charghy"", ""120008"": ""Hodh Gharby"", ""120009"": ""Inchiri"", ""120010"": ""Nouakchott"", ""120013"": ""Tagant"", ""120014"": ""Tirs-ezemour"", ""120015"": ""Trarza"", ""130001"": ""Tanger-Tetouan-Al Hoceima"", ""130002"": ""Oriental"", ""130003"": ""Fes-Meknes"", ""130004"": ""Rabat-Sale-Kenitra"", ""130005"": ""Beni Mellal-Khenifra"", ""130006"": ""Grand Casablanca-Settat"", ""130007"": ""Marrakech-Safi"", ""130008"": ""Draa-Tafilalet"", ""130009"": ""Souss-Massa"", ""130010"": ""Guelmim-Oued Noun"", ""130011"": ""Laayoune-Sakia El Hamra"", ""130012"": ""Eddakhla-Oued Eddahab"", ""150001"": ""Bethlehem"", ""150002"": ""Deir al Balah"", ""150003"": ""Gaza"", ""150004"": ""Hebron"", ""150005"": ""Jabalia"", ""150006"": ""Jerusalem"", ""150007"": ""Jenin"", ""150008"": ""Jerico"", ""150009"": ""Khan Yunis"", ""150010"": ""Nabulus"", ""150011"": ""Qalqilya"", ""150012"": ""Rafah"", ""150013"": ""Ramallah"", ""150014"": ""Salfit"", ""150015"": ""Tubas"", ""150016"": ""Tulkarem"", ""210001"": ""Tunis"", ""210002"": ""Ariana"", ""210003"": ""Ben Arous"", ""210004"": ""Manouba"", ""210005"": ""Nabeul"", ""210006"": ""Zaghouan"", ""210007"": ""Bizerte"", ""210008"": ""Beja"", ""210009"": ""Jendouba"", ""210010"": ""Kef"", ""210011"": ""Siliana"", ""210012"": ""Sousse"", ""210013"": ""Monastir"", ""210014"": ""Mahdia"", ""210015"": ""Sfax"", ""210016"": ""Kairouan"", ""210017"": ""Kasserine"", ""210018"": ""Sidi Bouzid"", ""210019"": ""Gabes"", ""210020"": ""Medenine"", ""210021"": ""Tatouine"", ""210022"": ""Gafsa"", ""210023"": ""Tozeur"", ""210024"": ""Kebili""}",94.0,210024.0
651,Q1003,Q1003 What is your highest level of education?,float64,2406,0,9,"{""1"": ""No formal education"", ""2"": ""Elementary"", ""3"": ""Preparatory/Basic"", ""4"": ""Secondary"", ""5"": ""Technical degree"", ""6"": ""BA"", ""7"": ""MA and above"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
652,Q1010,Q1010 What is your current social status,float64,2406,0,6,"{""1"": ""Single/Bachelor"", ""2"": ""Living with a partner"", ""3"": ""Engaged"", ""4"": ""Married"", ""5"": ""Divorced"", ""6"": ""Separated"", ""7"": ""Widowed"", ""99"": ""Refused to answer""}",1.0,7.0
653,Q1010B1,Q1010B1 Do you have children?,float64,1777,629,2,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,2.0
654,Q1001F,Q1001F Are you the head of the household in your current place of residence?,float64,2406,0,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
655,Q1001G,Q1001G Do you currently rent or own your place your current place of residence?,float64,2406,0,3,"{""1"": ""Rent"", ""2"": ""Own"", ""99"": ""Refused to answer""}",1.0,99.0
656,Q1001H,Q1001H Do you currently have a mortgage or bank loan that you are paying off on your home?,float64,1959,447,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
657,Q1001E_1,Q1001E_1 Parents,float64,1842,564,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
658,Q1001E_2,Q1001E_2 In-laws,float64,1620,786,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
659,Q1001E_3,Q1001E_3 Your children,float64,1551,855,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
660,Q1005,Q1005 Are you…,float64,2406,0,8,"{""1"": ""Employed"", ""2"": ""Self-Employed"", ""3"": ""Retired"", ""4"": ""A housewife"", ""5"": ""A student"", ""6"": ""Unemployed"", ""90"": ""Other"", ""99"": ""Refused to answer""}",1.0,99.0
661,Q1005B,Q1005B You said you were retired. Do you receive a pension?,float64,358,2048,2,"{""1"": ""Yes"", ""2"": ""No""}",1.0,2.0
662,Q1006,Q1006 Do you work full time or part time?,float64,809,1597,4,"{""1"": ""Full time"", ""2"": ""Part time"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
663,Q1006A,Q1006A And what sector do you work in? Do you work in the…,float64,809,1597,4,"{""1"": ""Public sector"", ""2"": ""Private sector"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
664,Q1006B_2,"Q1006B_2 In a few words, can you tell me what industry you work in? You can say things like construction, education, agriculture, restaurant/food services.",float64,809,1597,21,"{""1"": ""Farming, livestock rearing, fishing"", ""2"": ""Arts and entertainment"", ""3"": ""Beauty and salon services"", ""4"": ""Exploration and drilling"", ""5"": ""Industry"", ""6"": ""Electricity, gas and water"", ""7"": ""Construction work"", ""8"": ""Sales, auto repair"", ""9"": ""Hospitality"", ""10"": ""Transportation, warehousing"", ""11"": ""Financial services"", ""12"": ""Real estate and business"", ""13"": ""Government and defense"", ""14"": ""International NGOs"", ""15"": ""Local NGOs"", ""16"": ""Education and research"", ""17"": ""Health and social work"", ""18"": ""IT and communication"", ""19"": ""Media and journalism"", ""90"": ""Other"", ""99"": ""Refused to answer""}",1.0,99.0
665,Q1021,Q1021 Which of the following best describes your main source of monthly income?,float64,809,1597,9,"{""1"": ""Salary"", ""2"": ""Hourly income, stable monthly"", ""3"": ""Hourly income, varies monthly"", ""4"": ""Profits, stable monthly"", ""5"": ""Profits, varies monthly"", ""6"": ""Rent or financial product income"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
666,Q1005C,Q1005C Are you looking for a job?,float64,315,2091,2,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,2.0
667,Q1005D,Q1005D Why are you not looking for a job?,float64,74,2332,8,"{""1"": ""No jobs available"", ""2"": ""Salaries are too low"", ""3"": ""No jobs in my field"", ""4"": ""Family obligations"", ""5"": ""Am not allowed"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
668,Q1030,Q1030 Have you ever had a job in the past?,float64,1169,1237,2,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,2.0
669,Q1034_1,None worked,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""None worked""}",0.0,1.0
670,Q1034_2,Mother,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Mother has held a job""}",0.0,1.0
671,Q1034_3,Grandmother,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Grandmother has held a job""}",0.0,1.0
672,Q1034_4,Daughter,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Daughter has held a job""}",0.0,1.0
673,Q1034_5,Sister,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Sister has held a job""}",0.0,1.0
674,Q1034_6,Aunt,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Aunt has held a job""}",0.0,1.0
675,Q1034_7,Cousin,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Cousin has held a job""}",0.0,1.0
676,Q1034_8,Mother-in-Law,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Mother-in-Law has held a job""}",0.0,1.0
677,Q1034_9,Wife,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Wife has held a job""}",0.0,1.0
678,Q1034_98,Don’t know,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
679,Q1034_99,Refused to answer,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
680,Q1035,Q1035 Do you ever intend to go back to work in the future?,float64,760,1646,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
681,Q1025,Q1025 Do you have a bank account?,float64,2406,0,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
682,Q116,Q116 Do you have any savings?,float64,2406,0,4,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
683,Q1014A,Q1014A How many adults aged 18 years and over living in your household work?,float64,2406,0,9,"{""99"": ""Refused to answer""}",0.0,10.0
684,Q1014B,Q104B How many youth under the age of 18 living in your household work?,float64,2406,0,6,"{""97"": ""There are no youths under 18 in this household"", ""99"": ""Refused to answer""}",0.0,5.0
685,Q1015,Q1015 Monthly household income in local currency,float64,2406,0,133,,0.0,12000000.0
686,Q1015A,Q1015A Is your net monthly household income less than or greater than ${Q1015A_text},float64,197,2209,4,"{""1"": ""Less than median income"", ""2"": ""Median income or more"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
687,Q1016,Q1016 Which of these statements comes closest to describing your net household income?,float64,2406,0,6,"{""1"": ""Yes- able to save"", ""2"": ""Yes- without notable difficulties"", ""3"": ""No- face some difficulties"", ""4"": ""No- face significant difficulties"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
688,Q1010C,Q1010C Does your spouse wear the hijab?,float64,811,1595,3,"{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Maybe"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
689,Q1010D_1,Q1010D_1 Do you always wear the hijab when you are out in public?,float64,1203,1203,4,"{""1"": ""Yes"", ""2"": ""No"", ""97"": ""NA- Not wearing the hijab"", ""99"": ""Refused to answer""}",1.0,99.0
690,Q1010D_2,Q1010D_2 Have you ever worn the hijab?,float64,1203,1203,5,"{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Niqab"", ""97"": ""NA- Not wearing the hijab"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
